OTU,Sample,Abundance,ID,Day,Type,Sites,Treatment,Treatment1,Treatment2,Group,Domain,Phylum,Class,Order,Family,Genus,Species,taxa_OTU,order_OTU
EF019832.1.1339,D14.04,53,D14.04,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D14.07,48,D14.07,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D21.16,220,D21.16,21,DNA,D21(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D21.10,178,D21.10,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D21.11,178,D21.11,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D21.09,155,D21.09,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D21.04,124,D21.04,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D21.08,91,D21.08,21,DNA,D21(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D21.01,67,D21.01,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D35.01,78,D35.01,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D35.07,73,D35.07,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D35.06,71,D35.06,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D35.03,63,D35.03,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D35.05,56,D35.05,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D35.02,32,D35.02,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.09,158,D63.09,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.14,156,D63.14,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.15,130,D63.15,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.13,129,D63.13,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.05,127,D63.05,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.10,108,D63.10,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.07,106,D63.07,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.11,103,D63.11,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.06,100,D63.06,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.03,72,D63.03,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.01,71,D63.01,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF019832.1.1339,D63.02,48,D63.02,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Proteobacteria,D_2__Alphaproteobacteria,D_3__Rhizobiales,D_4__Xanthobacteraceae,D_5__uncultured bacterium,D_6__uncultured bacterium,EF019832.1.1339,31: f_Xanthobacteraceae
EF600577.1.1340,D0.08,1003,D0.08,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.09,990,D0.09,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.05,983,D0.05,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.01,870,D0.01,0,DNA,D0(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.13,765,D0.13,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.15,666,D0.15,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.11,636,D0.11,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.07,617,D0.07,0,DNA,D0(10kPa+N),Urea_10kPa,With urea,10kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.10,614,D0.10,0,DNA,D0(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.03,580,D0.03,0,DNA,D0(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.14,578,D0.14,0,DNA,D0(10kPa-N),No_Urea_10kPa,Without urea,10kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D0.02,524,D0.02,0,DNA,D0(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.15,1273,D7.15,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.09,1000,D7.09,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.13,706,D7.13,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.11,664,D7.11,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.10,634,D7.10,7,DNA,D7(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.14,621,D7.14,7,DNA,D7(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.03,516,D7.03,7,DNA,D7(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.08,441,D7.08,7,DNA,D7(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.01,401,D7.01,7,DNA,D7(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D7.02,352,D7.02,7,DNA,D7(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D14.02,625,D14.02,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D14.03,434,D14.03,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D14.04,394,D14.04,14,DNA,D14(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D14.08,390,D14.08,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D14.06,335,D14.06,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D14.07,320,D14.07,14,DNA,D14(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D21.16,797,D21.16,21,DNA,D21(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D21.11,689,D21.11,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D21.10,646,D21.10,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D21.09,630,D21.09,21,DNA,D21(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D21.08,508,D21.08,21,DNA,D21(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D21.01,436,D21.01,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D21.04,333,D21.04,21,DNA,D21(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D35.06,492,D35.06,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D35.07,488,D35.07,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D35.03,438,D35.03,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D35.05,396,D35.05,35,DNA,D35(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D35.01,327,D35.01,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D35.02,275,D35.02,35,DNA,D35(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.14,1032,D63.14,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.15,788,D63.15,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.13,778,D63.13,63,DNA,D63(10kPa-N),No_Urea_10kPa,Without urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.11,734,D63.11,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.10,697,D63.10,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.05,526,D63.05,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.09,509,D63.09,63,DNA,D63(1.0kPa-N),No_Urea_1.0kPa,Without urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.06,462,D63.06,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.01,451,D63.01,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.07,372,D63.07,63,DNA,D63(10kPa+N),Urea_10kPa,With urea,10kPa,LM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
EF600577.1.1340,D63.02,221,D63.02,63,DNA,D63(1.0kPa+N),Urea_1.0kPa,With urea,1.0kPa,HM,D_0__Bacteria,D_1__Verrucomicrobia,D_2__Spartobacteria,D_3__Chthoniobacterales,D_4__DA101 soil group,D_5__uncultured bacterium,D_6__uncultured bacterium,EF600577.1.1340,29: f_DA101 soil group
